,Theme,Company
18,진단키트,"['씨젠', '수젠텍', '피씨엘', '휴마시스', '랩지노믹스', '바이오니아', 'EDGC', '광동제약', '코미팜', '화일약품', 'LG화학', '텔콘RF제약', '바디텍메드', '비씨월드제약', '씨티씨바이오', '엑세스바이오', '신풍제약', '오상자이엘', '일양약품', '부광약품', '파미셀', '셀트리온', '셀트리온제약', '진매트릭스', '중앙백신', '진원생명과학', '녹십자엠에스', 'MH에탄올', '한국알콜', '한양증권', '인트로메딕', '미코', '셀트리온헬스케어', '조이시티', 'SV인베스트먼트', '우노앤컴퍼니', '마크로젠', '파세코']"
19,여행,"['노랑풍선', '하나투어', '롯데관광개발', '참좋은여행', '인터파크', '세중', '유나이티드']"
20,안랩,"['써니전자', '안랩', '다믈멀티미디어', '태원물산', '오픈베이스']"
21,2차전지,"['천보', '제낙스', '피엔티', '에스씨디', '파세코', 'LG화학', '에코프로비엠', '유에스티', '디에이테크놀로지', '코스모화학', 'SK이노베이션', '두산솔루스', '이노메트리', '피앤이솔루션', '아이티엠반도체', '대보마그네틱', '에이에프더블류', '서원인텍', '파워로직스', '세방전지', '에코프로', '이엔에프테크놀로지', 'SKC', '이랜텍', '포스코케미칼', '엘앤에프', '상신이디피', '한국아트라스비엑스', '삼성증권', '삼성SDI', '동화기업', '씨아이에스', '코윈테크', '신흥에스이씨', '일진머티리얼즈', '코스모신소재', '삼성물산', 'SK하이닉스', '브이원텍', '엠플러스']"
22,방역진단,"['수젠텍', '랩지노믹스']"
23,대북정책,"['SK증권', '코오롱']"
24,비료,"['KG케미칼', '카프로', '우진비앤지', '체시스', '조비', '효성오앤비']"
25,헬스케어,"['피엔티', '에스폴리텍', '씨아이에스', '인터로조', '진원생명과학', '메타바이오메드', '뷰웍스', '바텍', '루트로닉', '오스템임플란트', '인성정보', '디오', '비트컴퓨터', '인바디', '원익', '셀루메드', '인피니트헬스케어', '휴비츠', '유비케어', '바이오니아', '세운메디칼']"
26,해저터널,"['특수건설', '동아지질', '부산산업', 'KT서브마린', '세명전기']"
27,자동차부품,"['효성첨단소재', '재영솔루텍', '아진산업', '캐스텍코리아', '인탑스', '세원', '대원산업', '티피씨글로벌', '대동금속', '동아화성', '대동기어', '일지테크', '화천기계', '우수AMS', '유니테크노', '센트랄모텍', '현대공업', '대우부품']"
28,자율주행차,"['드림텍', '칩스앤미디어', '모바일어플라이언스', '팅크웨어', '라닉스', '코리아에프티', '대성엘텍', '모트렉스', '로스웰']"
29,키즈,"['토박스코리아', '제로투세븐', '오로라', '손오공', '삼성출판사']"
30,LCD장비,"['베셀', '피엔티', '에이아이비트', '명성티엔에스', '포인트엔지니어링', '테크윙', '참엔지니어링', '케이엔제이', '디이엔티', '제우스', '디아이티', '신성이엔지', '상아프론테크', '씨앤지하이테크']"
31,LED,"['유양디앤유', '유테크', '티씨케이', '루미마이크로', '엘컴텍', '아이엘사이언스', '케이엠더블유', '우리이앤엘', '금호에이치티', '에스모', '삼진엘앤디', '서울바이오시스', '큐에스아이', '삼성전자', '루멘스', '서울반도체']"
32,세포치료제,['녹십자랩셀']
33,폭염,['파세코']
34,NAND,"['유진테크', '심텍', '유니테스트', '디엔에프', '테스', '테크윙', '피에스케이', '원익QnC', '피에스케이홀딩스', '케이씨텍', '한솔케미칼', '솔브레인홀딩스']"
35,복원,"['자연과환경', '삼호개발', '우원개발', '코엔텍', '홈센타홀딩스', '코리아에스이', '웹스']"
36,폴더블폰,"['비에이치', 'SKC', '파인테크닉스', '세경하이테크', '파인텍', '유티아이', '테이팩스', '삼성전자', '디케이티', 'KH바텍', '인터플렉스']"
37,조선기자재,"['케이프', '한국정보인증', '카페24', '유니테스트', '오션브릿지', '현진소재', '인화정공', '오리엔탈정공', '삼영엠텍', '삼영이엔씨', '비엠티', '성광벤드', '한라IMS', '태웅', '중앙오션', '하이록코리아', '에스앤더블류', '케이에스피', '대창솔루션', '태광', '조광ILI', '세진중공업', 'STX중공업', '상상인인더스트리', '대양전기공업', '한국카본', 'HSD엔진']"
38,전력설비,"['이화전기', '대원전선', '두산중공업', '한전KPS', '현대일렉트릭', '비츠로테크', '피앤씨테크', '광명전기']"
39,카지노,"['GKL', '세미콘라이트', '토비스', '파라다이스', '코텍', '강원랜드']"
40,태블릿PC,"['알에프세미', '솔루에타', '삼성SDI', '유티아이', '미래나노텍', '유아이디', '아바텍']"
41,조림사업,"['자연과환경', '선창산업', '한익스프레스', '효성오앤비', '대유에이텍', '제이씨케미칼', '성창기업지주', '이건홀딩스']"
42,시스템반도체,"['엘비세미콘', '하나마이크론', '에이디칩스', '어보브반도체', '지니틱스', '에스앤에스텍', '피에스케이', '에이디테크놀로지', 'DB하이텍', '디아이', '라닉스', '네패스', '다믈멀티미디어', '테크윙', 'SFA반도체', '테스', '테스나', '아이에이']"
43,다이오드,"['베셀', '두산솔루스', '영우디에스피', '와이엠씨', '비아트론']"
44,AI,"['에스티큐브', '옵티팜', '일양약품', '큐브앤컴퍼니', '줌인터넷', '싸이맥스', '에이디칩스', '오픈베이스', '큐렉소', '대한뉴팜', '에이프로젠제약', '로보로보', '가온미디어', '서진시스템', '케이엠더블유', '오이솔루션', '제일바이오', 'LG', '라온피플', '네패스', '로보스타', '이오테크닉스', '셀바스AI', '휴림로봇', '엠씨넥스', '삼성SDI', 'LG이노텍', 'SK하이닉스', '고영', '모비스', 'TPC', '디지탈옵틱']"
45,CNT,"['상보', '오픈베이스', '대유플러스', '엑사이엔씨']"
46,진단시약,"['씨젠', '수젠텍', '바디텍메드', '피씨엘']"
47,항공기부품,"['켄코아에어로스페이스', '하이즈항공', '이엠코리아', '한화에어로스페이스']"
48,제대혈,"['녹십자', '강스템바이오텍', '메디포스트', '세원셀론텍', '녹십자셀', '녹십자랩셀']"
49,전기차,"['LG화학', '삼기오토모티브', '성문전자', '유에스티', '센트랄모텍', '우리산업', '코스모신소재', '삼성전자', '삼성전기', '삼성SDI', '우리산업홀딩스', 'DB하이텍', '유안타증권']"
50,농업,"['대동공업', '아세아텍', '우진비앤지', '조비', '효성오앤비', 'KPX생명과학']"
51,방위산업,"['한화시스템', '웰크론', 'LIG넥스원', 'STX엔진', 'DMS', '한화', '풍산', '빅텍', '퍼스텍', '삼영이엔씨', '한국항공우주', '미래아이앤지', '한화에어로스페이스', '포메탈', '스페코']"
52,개성공단,"['인디에프', '재영솔루텍', '신원', '좋은사람들', '현대엘리베이터']"
53,장마,"['대동공업', '코엔텍', '파루', '조비']"
54,편의점,"['이마트', 'BGF리테일', '롯데지주', 'GS리테일']"
55,LCC,"['한진칼', '진에어', '제주항공', '티웨이항공', '아시아나항공', '에어부산', '티웨이홀딩스', '대한항공']"
56,처리장치,"['엔케이', '이엠코리아', '한국조선해양', '윌링스', 'STX엔진']"
57,펜벤다졸,"['신풍제약', '조아제약', '제일바이오', '알리코제약', '명문제약', '화일약품', '진바이오텍', 'SCI평가정보']"
58,신공항,"['경방', '한진', '동방선기', '영화금속', '한국선재']"
59,NFC,"['에이텍티앤', '빅텍', '에이스테크', '파트론', '한국정보통신', '유비벨록스', '코나아이', '나이스정보통신']"
60,줄기세포,"['코아스템', '에이치엘비', '네이처셀', '바이온', '프로스테믹스', '동구바이오제약', '조아제약', '우리들휴브레인', '테고사이언스', '에이치엘비생명과학', '세원셀론텍', '제일약품', '부광약품', 'SK바이오랜드', 'SK']"
61,엔터테인먼트,"['이에스에이', '바른손', '에스엠', 'CJ', '와이지엔터테인먼트', '큐로홀딩스', '아리온', '소리바다', 'SBS콘텐츠허브', '지니뮤직', '키이스트', '팬엔터테인먼트', '초록뱀', '큐브엔터', '제이콘텐트리', '에프엔씨엔터', 'NHN벅스']"
62,면역항암제,"['에이비엘바이오', '녹십자랩셀', '앱클론', '크리스탈', '이수앱지스', '셀리드', '메드팩토', '티움바이오', '큐리언트', '인콘', '에스티큐브', '유틸렉스', '엔케이맥스', '한올바이오파마']"
63,평화공원,"['자연과환경', '코리아에스이', '웰크론', '크라운해태홀딩스', '삼륭물산', '퍼스텍']"
64,창투사,"['큐캐피탈', '컴퍼니케이', '나우IB', '대성창투', 'DSC인베스트먼트', '우리기술투자', 'TS인베스트먼트', '에이티넘인베스트', '미래에셋벤처투자', 'SV인베스트먼트']"
65,면역세포치료제,"['신라젠', '제넥신', '녹십자셀']"
66,VR,"['바른손이앤에이', '덱스터', '바른손', '위지윅스튜디오', '솔트웍스', '주연테크']"
67,ASF,"['고려시멘트', '신라에스지', '파루', '우진비앤지', '체시스', '제일바이오', '씨티씨바이오', '대한뉴팜', '정다운', '코미팜', '하림', '우리손에프앤지', '이지바이오', '선진', '마니커', '진바이오텍']"
68,테마파크,"['한국종합기술', '시공테크', '현대건설', '국보디자인', '이월드']"
69,Drone,"['피씨디렉트', '제이씨현시스템', '네온테크', '기산텔레콤', '퍼스텍', '아시아경제', '뉴로스', '한화에어로스페이스', '엠씨넥스', '한국항공우주', '해성옵틱스']"
70,취업,"['메가엠디', '에스코넥', 'TS인베스트먼트', '윌비스', 'DSC인베스트먼트']"
71,네트워크통합,"['한일네트웍스', '바른테크놀로지', '오파스넷', '인성정보', '오픈베이스', '링네트']"
72,건설사,"['일성건설', '까뮤이앤씨', '삼부토건']"
73,지진,"['한국종합기술', '유엔젤', '이엑스티', '한창']"
74,가스터빈,"['삼기오토모티브', '효성첨단소재', '평화홀딩스', '미코', '국일제지', '세원', '일진다이아', '동아화성', '에코바이오', '일지테크', '대원강업', '디케이락', '에스에너지']"
75,수소차,"['에스퓨얼셀', '두산퓨얼셀', '효성중공업', '우수AMS', '우리산업', '유니크', '풍국주정', '코오롱머티리얼', '현대자동차', '효성첨단소재', '이엠코리아', '미코', '제이엔케이히터', '일진다이아', 'LG화학', '삼성SDI', '세종공업', '성창오토텍', '뉴로스', '디케이락', '지엠비코리아', '평화산업', '인지컨트롤스', '모토닉', '동아화성', '삼보모터스', '에코바이오', '한온시스템', '영화테크', '동양피스톤', '글로벌에스엠', '대우부품', '유라테크']"
76,제약업체,"['대원제약', '신풍제약', '대한뉴팜', '종근당', '녹십자웰빙', '제일약품', '일양약품', '동화약품', '대웅제약', '진양제약', '국제약품', '고려제약', '셀트리온제약', '알리코제약', '코오롱생명과학', '신신제약', '유한양행']"
77,ESS,"['상아프론테크', '피엔티', '삼화전기', '엠플러스', '에이치엘비파워', '씨아이에스', '윌링스', '삼성SDI', '신성이엔지']"
78,노인복지,"['대원제약', '인성정보', '씨유메디칼', '오스코텍', '엔지켐생명과학', '아이센스']"
79,금융자동화기기,"['케이씨티', '로지시스']"
80,스마트그리드,"['누리텔레콤', '코콤', '비츠로셀']"
81,테러,"['한화', '평화산업', '퍼스텍', '한일단조', '스페코', '국영지앤엠', '혜인', '솔트웍스', '에이스테크', '이엠코리아', '아이쓰리시스템', '포메탈', '한화에어로스페이스', '대우조선해양', '기산텔레콤']"
82,BTS,"['키이스트', '디피씨', '초록뱀', '엘비세미콘', '넷마블', '손오공', '경남제약']"
83,보툴리눔톡신,"['휴젤', '제테마', '대웅제약', '디에스케이', '메디톡스', '휴온스', '파마리서치프로덕트', '휴온스글로벌']"
84,아이폰,"['프로텍', '덕우전자', '에스맥', '덕산네오룩스', 'SK하이닉스', '넥스턴', 'LG화학', '와이엠티', '실리콘웍스', '이녹스첨단소재']"
85,슈퍼박테리아,"['레고켐바이오', '파루', '씨젠', '큐로컴', '인트론바이오', '크리스탈']"
86,뉴딜,"['화천기계', '유비케어', '모헨즈', '삼표시멘트', '메가엠디']"
87,육계,"['이지홀딩스', '마니커에프앤지', '이지바이오', '푸드나무', '하림', '체리부로', '동우팜투테이블', '팜스토리', '마니커']"
88,방역진단가축,"['명문제약', '진원생명과학', '남선알미늄', '흥구석유', '일진홀딩스', '중앙에너비스']"
89,스마트팩토리,"['카페24', 'KG모빌리언스', '라온시큐어', '소프트센', '시스웍', '이엑스티', '메가엠디', '레이언스', 'LG전자']"
90,온라인광고,"['퓨쳐스트림네트웍스', '지어소프트', '우리손에프앤지', '마이크로디지탈', '랩지노믹스']"
91,재택근무,"['인트로메딕', '알서포트', '이씨에스', '링네트']"
92,소셜네트워크서비스,"['젬백스링크', '가비아', '이루온', 'NHN벅스', '갤럭시아컴즈']"
93,바이오의약품,"['이수앱지스', '대웅제약', '한미약품', '알테오젠', '셀트리온']"
94,임플란트,"['오스테오닉', 'SK바이오랜드', '오스템임플란트', '나이벡', '레이', '덴티움', '바텍', '오스코텍']"
95,자전거,"['빅텍', '엔에스엔', '극동유화', '삼천리자전거', '로보로보']"
96,AR,"['팅크웨어', '아이엠', '이에스브이', '나노캠텍', '이랜텍', '드래곤플라이', '위지윅스튜디오', '하이비젼시스템', '대덕전자', '나무가', '이수페타시스', '심텍']"
97,수산,"['사조씨푸드', '한성기업', '사조오양', 'CJ씨푸드', '신라에스지', '사조산업', '동원수산', '사조대림']"
98,석유,"['극동유화', '흥구석유', 'SH에너지화학', '중앙에너비스', '배럴', '모토닉', 'SKC', '태광산업', '한진중공업', 'GS', 'SK이노베이션', 'KPX케미칼', '에쎈테크', '대우조선해양', '현대미포조선', 'SK가스']"
99,국가보안법,"['유니온머티리얼', '티플랙스']"
100,그래핀,"['상보', '오리엔트정공', '엘엠에스', '대창', '덕산하이메탈', '국일제지', '아난티', '덕양산업', '엑사이엔씨', '크리스탈신소재', '나노', '액션스퀘어', '이트론', '인포마크', '휴젤', '럭슬']"
101,에어컨,"['파세코', '신일전자']"
102,혈장치료,"['시노펙스', '한국유니온제약', '팬젠', '녹십자랩셀', '레몬', '에스맥', '삼성전자', '일신바이오', '바이오톡스텍', '필로시스헬스케어']"
103,손소독제,"['국제약품', '깨끗한나라', '백광산업', '한국알콜', 'MH에탄올', '파루', '창해에탄올', '유안타증권']"
104,GV80,"['만도', '현대공업']"
105,타이어,"['골든센츄리', '동아타이어', '넥센타이어', '디티알오토모티브', '넥센', '한국테크놀로지그룹', '금호타이어']"
106,휴대폰부품,"['캠시스', '파인테크닉스', '세코닉스', '디에이피']"
107,엔젤산업,"['제로투세븐', '모나미', '메디앙스', '웅진씽크빅', '캐리소프트']"
108,영화,"['바른손', '쎄니트', '바른손이앤에이', '쇼박스', '세기상사', '덱스터', '롯데쇼핑']"
109,중국기업,"['골든센츄리', '로스웰', '윙입푸드', '에스앤씨엔진그룹', '컬러레이', 'GRT', '씨케이에이치', '헝셩그룹', '크리스탈신소재', '글로벌에스엠', '오가닉티코스메틱']"
110,출산장려정책,"['제로투세븐', '락앤락', '깨끗한나라', '메디앙스', '캐리소프트', '토박스코리아', '웅진씽크빅', '삼성출판사']"
111,제지,"['깨끗한나라', '한창제지', '한솔제지', '한국제지', '신풍제지', '아세아제지', '페이퍼코리아', '국일제지', '무림페이퍼', '한솔홀딩스']"
112,차량용블랙박스,"['모바일어플라이언스', '엠씨넥스', '제이씨현시스템', '시너지이노베이션', '앤씨앤']"
113,전선,"['대원전선', '가온전선', 'KBI메탈', '대한전선', 'LS', '일진전기']"
114,가스관사업,"['대동스틸', '이엠코리아', '동양에스텍', '부국철강']"
115,제습기,"['위니아딤채', '위닉스', '삼성전자', '파세코']"
116,자원개발,"['넥스트BT', '엘컴텍', '엔케이물산', '대성산업', '삼성물산']"
117,주류업,"['창해에탄올', 'MH에탄올', '한국알콜', '진로발효', '하이트진로', '국순당', '하이트진로홀딩스', '보해양조']"
118,영상콘텐츠,"['바른손', '쇼박스', '바른손이앤에이', 'SBS', '이에스에이', '큐로홀딩스', '키이스트']"
119,전자화폐,"['다날', '세틀뱅크', 'NHN한국사이버결제', 'SBI핀테크솔루션즈', 'KG이니시스', '신세계', '한국정보통신', '카페24', '코리아센터']"
120,반일,['모나미']
121,제4이동통신,"['쏠리드', 'CS', '바른테크놀로지', '콤텍시스템']"
122,CAR,"['이에스브이', '만도', '유비벨록스', '엠씨넥스']"
123,화장품,"['넥스트BT', '오가닉티코스메틱', '슈펙스비앤피', '코썬바이오', '현대바이오', 'SK바이오랜드', '프로스테믹스', '애경산업', 'MP한강', '한국화장품', 'LG', '코스메카코리아', '아모레퍼시픽그룹', 'LG생활건강', '한국콜마', '넥스트아이']"
124,사물인터넷,"['이에스브이', '이그잭스', '유비쿼스', '엔텔스', '링네트', '오픈베이스', '에이디테크놀로지', '핸디소프트', '이아이디']"
125,LNG,"['현대미포조선', '한진중공업', '비에이치아이']"
126,SSD,"['심텍', 'SFA반도체', 'SGA', 'SK하이닉스', 'KMH하이텍', '네오셈', '하나마이크론']"
127,해운,"['KSS해운', '팬오션', '흥아해운', '대한해운', 'HMM']"
128,홈쇼핑,"['현대홈쇼핑', '롯데쇼핑', 'CJ', '태광산업', '엔에스쇼핑']"
129,밥솥,"['윌링스', '어보브반도체', 'PN풍년', '쿠쿠홀딩스']"
130,탄소배출권,"['에코바이오', '에코프로', '세종공업', '후성', '휴켐스', '이건산업', 'KC코트렐']"
131,바이러스,"['오공', '웰크론', '진양제약', '케이엠', '서린바이오', '진원생명과학', '진매트릭스', '제일바이오', '고려제약', '파루', '바이오니아']"
132,MVNO,['아이즈비전']
133,우한폐렴,"['체시스', '엑세스바이오', '웰크론', '국제약품', '케이엠', '케이엠제약', '모나리자', '오공', '아모레퍼시픽', '신세계', '호텔신라', 'LG생활건강', '우정바이오']"
134,폐기물처리,"['코엔텍', '와이엔텍', '제넨바이오', '에코마이스터', '인선이엔티']"
135,비철금속,"['국일신동', '대유플러스', '코센', '남선알미늄', '서원', '이구산업']"
136,블록체인,"['케이사인', '주연테크', '팍스넷', '드림시큐리티', '라온시큐어', '데일리블록체인', '글로스퍼랩스']"
137,도시가스,"['예스코홀딩스', '삼천리', '지에스이', '대성에너지', '한국가스공사', '대성홀딩스']"
138,캐릭터상품,"['캐리소프트', '오로라', '쌍방울', '데브시스터즈']"
139,음식료업종,"['네이처셀', '마니커에프앤지', '신송홀딩스', '미래생명자원']"
140,비트코인,"['위지트', '우리기술투자', '팍스넷', 'SGA솔루션즈', '라이브플렉스', 'NAVER', '카카오', '제이씨현시스템', '일양약품']"
141,음성인식,"['코콤', '코아시아', '블루콤', '코맥스', '파인디지털']"
142,핵융합에너지,"['비츠로테크', '에스에프에이', '두산중공업', '다원시스', '모비스']"
143,CCTV,['코콤']
144,LED장비,"['티씨케이', '프로텍', '미래컴퍼니', '한미반도체', '티에스이', '기가레인', '이오테크닉스', '네온테크', '아시아경제']"
145,백신,"['신풍제약', 'SK케미칼', '바디텍메드', '오공', '부광약품', '랩지노믹스', '바이오니아', '수젠텍', '씨젠', '파미셀', '피씨엘', '일양약품', '코미팜', '중앙백신', '제일바이오', '씨티씨바이오', '우진비앤지', '모나리자', '웰크론', '체시스', '파루', '진매트릭스', '진원생명과학']"
146,손해보험,"['흥국화재', 'DB손해보험', '메리츠화재', '코리안리', '현대해상']"
147,전자파,"['제너셈', '한미반도체', '프로텍', '켐트로닉스', '상신전자']"
148,바이오,"['이지바이오', '제일바이오', '오스테오닉', '셀트리온제약', '알테오젠', '젬백스링크', '녹십자랩셀', '레고켐바이오', '헬릭스미스', '신라젠', '키움증권']"
149,리츠,['모두투어리츠']
150,온실가스,['에코프로']
151,무선충전기술,"['켐트로닉스', '삼성전기', 'LG이노텍', '삼성전자', '한솔테크닉스', '이랜텍', '알에프텍']"
152,통신장비,"['인포마크', '알엔투테크놀로지', '머큐리', '전파기지국', '케이엠더블유', '핸디소프트', '스카이문스테크놀로지', 'CS', '오이솔루션', '루멘스', '이노와이어리스', '에이스테크', '메탈라이프', 'RFHIC', '파이오링크', '다산네트웍스']"
153,광고,"['지투알', '지어소프트', '케어랩스', '에코마케팅']"
154,FinTech,"['NAVER', '카카오', '세틀뱅크', '웹케시', '한국정보통신', '라온시큐어', '한국정보인증', '아톤', 'SGA솔루션즈', 'SK']"
155,우주항공산업,"['한화', '대한항공', '한화에어로스페이스', '퍼스텍', '한양디지텍']"
156,치매,"['젬백스', '화일약품', '진양제약', '수젠텍', '고려제약', '모나리자', '에이비엘바이오', '씨티씨바이오', '엔에스엔']"
157,FPCB,"['타이거일렉', '필옵틱스', '삼성전기', '아모그린텍', '슈펙스비앤피', '시노펙스', '스타모빌리티', '자비스', '코리아써키트']"
158,MRO,"['이크레더블', '이상네트웍스']"
159,폐렴,"['체시스', '진양제약', '바디텍메드', '대상', '삼성전자', '동진쎄미켐', '로체시스템즈', '우정바이오', '국제약품', '일신바이오', '모나리자', '서린바이오', '진원생명과학', '이글벳', '고려제약', '파루', '진매트릭스', '삼성바이오로직스', '웰크론', '강원']"
160,풍력에너지,"['씨에스윈드', '스페코', '현진소재', '우림기계', '씨에스베어링', '두산중공업', '유니슨', '한일단조', '태웅', '한국조선해양', '삼강엠앤티', '케이피에프']"
161,GTX,['현대건설']
162,소매유통,"['신세계', '다나와', 'BGF리테일', '롯데쇼핑', 'CJ']"
163,전지,"['모베이스전자', '서연', '더블유에프엠', '삼성전자', '에코프로비엠', 'LG화학', '센트랄모텍', '삼성SDI', '포스코케미칼', '아이티엠반도체', '유안타증권']"
164,음압병동,['GH신소재']
165,디스플레,"['SKC', '필옵틱스', '경인양행', '코세스', '유티아이', 'SK머티리얼즈', '루멘스', '파인텍', '덕산하이메탈', '일진디스플', '동진쎄미켐', 'LG디스플레이', '톱텍', '아이컴포넌트', 'DMS', '상보', '에스에프에이', 'PI첨단소재', '덕산네오룩스']"
166,공기청정기,"['카스', '크린앤사이언스', '위니아딤채', '삼성전자', '웰크론']"
167,페인트,"['노루홀딩스', 'AK홀딩스']"
168,광물자원개발,"['삼영엠텍', '상보', '엘컴텍', 'SH에너지화학', '한국주강', '아진산업', '티플랙스', '한국내화', '포스코엠텍']"
169,의료기기,"['멕아이씨에스', '바디텍메드', '수젠텍', '한국비엔씨', '에이치엘비파워', '인트로메딕', '아이쓰리시스템', '코디엠', '인터로조', '바텍']"
170,생명보험,"['미래에셋생명', '삼성생명', '동양생명', '코리안리', '한화생명']"
171,프린터,"['맥스로텍', '한국테크놀로지', '휴림로봇', '하이비젼시스템', 'TPC']"
172,백화점,"['대구백화점', '베뉴지', '롯데쇼핑', '신세계', '현대백화점', '광주신세계', 'CJ']"
173,화학섬유,"['코오롱머티리얼', '성안', '티케이케미칼', '대한화섬', '효성티앤씨']"
174,REITs,"['에이리츠', '롯데리츠', 'NH프라임리츠', '신한알파리츠', '이리츠코크렙']"
175,사료,"['씨티씨바이오', '우진비앤지', '미래생명자원', '대한제당', '케이씨피드', '현대사료', '사조동아원', '한일사료', '고려산업', '이지바이오', '팜스토리', '팜스코', '한탑']"
176,전기자전거,"['삼성SDI', '만도', '파워로직스', '알톤스포츠', '삼천리자전거']"
177,공작기계,"['맥스로텍', 'GV', '화천기계', '넥스턴']"
178,액화석유가스,"['SK이노베이션', '흥구석유', '극동유화', '중앙에너비스', 'S-Oil']"
179,면세점,"['호텔신라', '하나투어', '신세계', '토니모리', '글로벌텍스프리']"
180,석유화학,"['SKC', 'LG화학', '태광산업', '효성화학', '동성화학', '롯데케미칼', 'SK이노베이션', '흥구석유']"
181,수소,"['뉴로스', '제이엔케이히터', '에스퓨얼셀', '풍국주정']"
182,스마트공장,"['맥스로텍', '비엠티', '삼익THK', '스맥', '코윈테크', '링크제니시스']"
183,게임,"['위메이드', 'SNK', '플레이위드', '지어소프트', '엔씨소프트', '넥슨지티', '옴니텔', '액토즈소프트', '네오위즈', '데브시스터즈', '이에스에이', '컴투스', '한빛소프트', '조이시티', '게임빌', '바른손이앤에이', '엠게임', '와이제이엠게임즈', '골프존', '드래곤플라이', '웹젠', '조이맥스', '엔텔스']"
184,pipe,"['코센', '유에스티', '세아제강', '삼강엠앤티', '동양철관']"
185,건설기계,"['삼원테크', '프리엠스', '동일금속', '서연탑메탈', '수산중공업', '두산인프라코어', '대창단조', '디와이파워', '진성티이씨', '두산밥캣']"
186,컴퓨팅,"['인프라웨어', 'SGA솔루션즈', '엑셈', '엔텔스', '안랩', '퓨전', '젬백스링크']"
187,이동통신,"['전파기지국', '유비쿼스', '피피아이', '에이스테크', '쏠리드', '서진시스템', '이수페타시스', '이노와이어리스', '웨이브일렉트로']"
188,시스템통합,"['아이크래프트', '데이타솔루션', '정원엔시스']"
189,KIOSK,"['케이씨에스', '윈스', 'SGA솔루션즈', '한네트', '푸른기술', '케이씨티', '비티원']"
190,적층세라믹콘덴서,"['아모텍', '코스모신소재', '대주전자재료', '네온테크', '삼성전기']"
191,콘크리트,"['보광산업', '엔피케이', 'SG']"
192,삼성페,"['이그잭스', '한국정보통신', '한솔테크닉스']"
193,웰스바이오,"['피씨엘', '랩지노믹스', '씨젠']"
